地点番号,地点名,国名,緯度,経度,日平均気温,日最高気温,日最低気温,日降水量
94207,ROWLEYSHOALS,オーストラリア,-17.52,118.93,30.1,31.2,,
94210,ADELEISLAND,オーストラリア,-15.50,123.15,30.5,,,
94212,ホールズクリーク,オーストラリア,-18.22,127.65,30.1,37.5,,0.0
94216,クヌヌラ,オーストラリア,-15.77,128.70,31.9,38.4,,0.0
94217,ARGYLEAERODROME,オーストラリア,-16.63,128.45,34.8,40.3,,0.0
94225,DELAMEREWEAPONSRANGE,オーストラリア,-15.73,131.92,31.2,37.2,,0.0
94231,LAJAMANU,オーストラリア,-18.32,130.63,29.9,37.1,,0.0
94232,ビクトリアリバーダウンズ,オーストラリア,-16.40,131.00,31.5,38.6,,0.0
94234,デーリーウォーターズ,オーストラリア,-16.25,133.37,30.5,36.8,,0.0
94236,ELLIOTT,オーストラリア,-17.55,133.53,,,,0.0
94238,テナントクリーク,オーストラリア,-19.63,134.18,30.9,36.2,,0.0
94239,MCARTHURRIVERMINE,オーストラリア,-16.43,136.07,29.8,37.5,,0.6
94248,CENTREISLAND,オーストラリア,-15.73,136.82,30.2,34.9,,9.0
94255,キャムーウィール,オーストラリア,-19.92,138.12,31.1,38.0,,0.0
94260,バークタウン,オーストラリア,-17.73,139.53,30.2,36.8,,0.0
94261,CENTURYMINE,オーストラリア,-18.75,138.70,31.9,38.7,,0.2
94266,NORMANTONAIRPORT,オーストラリア,-17.68,141.07,30.2,35.2,,8.0
94268,KOWANYAMAAIRPORT,オーストラリア,-15.47,141.73,29.7,33.9,,7.0
94274,GEORGETOWNAIRPORT,オーストラリア,-18.30,143.52,27.7,34.4,,41.0
94276,PALMERVILLE,オーストラリア,-16.00,144.07,27.3,35.5,,26.0
94285,LOWISLESLIGHTHOUSE,オーストラリア,-16.38,145.55,29.0,32.9,,73.0
94287,ケアンズ,オーストラリア,-16.87,145.73,28.0,32.4,,35.0
94289,ホルムズ礁,オーストラリア,-16.47,147.87,28.8,,,
94290,フリンダーズ礁,オーストラリア,-17.72,148.43,26.6,27.9,,
94294,タウンズビル,オーストラリア,-19.23,146.75,26.9,30.4,,18.0
94295,LUCINDAPOINT,オーストラリア,-18.52,146.38,26.6,29.8,,
94298,マリオン礁,オーストラリア,-19.08,152.38,28.4,29.3,,
94299,WILLISISLAND,オーストラリア,-16.28,149.95,29.7,31.7,,0.4
94300,カーナーボン,オーストラリア,-24.88,113.67,30.3,35.2,,0.0
94302,リアマンス,オーストラリア,-22.23,114.08,32.6,38.6,,0.0
94303,セブナード島,オーストラリア,-21.45,115.02,31.4,35.0,,0.0
94306,MARDIE,オーストラリア,-21.18,115.97,32.3,39.1,,0.2
94307,レジェンダー島,オーストラリア,-20.35,116.83,30.9,,,
94308,ダンピア,オーストラリア,-20.75,117.15,32.6,38.5,,0.8
94310,BEDOUTISLAND,オーストラリア,-19.58,119.08,31.5,,,
94312,ポートヘッドランド,オーストラリア,-20.37,118.62,31.2,38.3,,0.2
94316,PARABURDOOAERO,オーストラリア,-23.17,117.73,31.6,38.1,,0.4
94317,ニューマン,オーストラリア,-23.42,119.78,31.7,37.6,,0.0
94319,TELFERAERO,オーストラリア,-21.70,122.22,35.3,41.8,,
94321,WULUNGURRU,オーストラリア,-23.27,129.37,31.8,37.2,,0.0
94326,アリススプリングズ,オーストラリア,-23.78,133.88,26.3,33.4,,0.0
94327,JERVOIS,オーストラリア,-22.93,136.13,29.2,36.0,,0.0
94328,TERRITORYGRAPEFARM,オーストラリア,-22.45,133.63,26.3,33.1,,0.0
94332,マウントアイザ,オーストラリア,-20.67,139.48,32.5,37.9,,0.0
94333,ブーリア,オーストラリア,-22.90,139.90,,,,0.0
94334,ベドゥーリーPOLICESTATION,オーストラリア,-24.35,139.47,,,,0.0
94335,クロンカリーAIRPORT,オーストラリア,-20.65,140.50,32.1,37.7,,0.0
94336,THEMONUMENTAIRPORT,オーストラリア,-21.80,139.92,31.4,37.9,,0.0
94337,ジュリアクリーク,オーストラリア,-20.67,141.72,29.9,38.4,,0.0
94338,TREPELLAIRPORT,オーストラリア,-21.83,140.88,30.6,38.3,,0.0
94341,リッチモンド空港,オーストラリア,-20.70,143.12,28.3,35.5,,0.0
94342,ウィントン,オーストラリア,-22.35,143.08,28.9,34.1,,1.0
94343,ヒューエンデン,オーストラリア,-20.82,144.23,28.0,33.9,,2.0
94344,URANDANGIAERODROME,オーストラリア,-21.58,138.35,30.0,,,
94345,アイシスフォード,オーストラリア,-24.25,144.43,,,,0.0
94346,ロングリーチ,オーストラリア,-23.43,144.27,29.3,36.1,,0.0
94350,バーカルディン,オーストラリア,-23.55,145.28,,,,0.0
94355,タンボ,オーストラリア,-24.87,146.25,,,,5.0
94356,チャーターズタワーズ,オーストラリア,-20.03,146.27,,,,25.0
94363,EMERALDAIRPORT,オーストラリア,-23.57,148.17,22.6,28.2,,25.0
94365,プロサーパインAIRPORT,オーストラリア,-20.48,148.55,24.7,28.8,,159.0
94367,マッカイ,オーストラリア,-21.12,149.22,26.2,30.1,,37.0
94368,プロサーパイン／ハミルトン島,オーストラリア,-20.35,148.95,,,,1.0
94370,SAMUELHILLAERO,オーストラリア,-22.73,150.65,24.5,28.0,,15.0
94371,CREALREEF,オーストラリア,-20.52,150.37,27.2,28.0,,
94372,MIDDLEPERCYISLAND,オーストラリア,-21.65,150.27,24.8,28.3,,18.0
94373,イェップーン,オーストラリア,-23.13,150.75,26.1,28.7,,0.2
94374,ロックハンプトン,オーストラリア,-23.37,150.47,26.2,29.3,,0.0
94376,ビローラ週,オーストラリア,-24.48,150.57,23.3,29.1,,0.0
94378,RUNDLEISLAND,オーストラリア,-23.52,151.27,24.8,27.1,,
94379,GANNETCAY,オーストラリア,-21.97,152.47,27.0,,,
94380,グラッドストーン,オーストラリア,-23.85,151.25,24.6,28.8,,0.0
94381,グラッドストーンAIRPORT,オーストラリア,-23.87,151.22,25.4,29.8,,2.0
94387,バンダバーグ,オーストラリア,-24.90,152.32,22.6,26.9,,3.0
94388,レディエリオット島,オーストラリア,-24.10,152.70,25.0,27.3,,3.0
94390,サンディ岬,オーストラリア,-24.72,153.20,,,,22.0
94393,FREDERICKREEF,オーストラリア,-20.93,154.40,27.7,28.5,,
94394,ケート島,オーストラリア,-23.25,155.53,26.4,28.0,,
94395,CLERMONTAIRPORT,オーストラリア,-22.77,147.62,23.9,29.0,,18.0
94396,ROLLESTONAIRPORT,オーストラリア,-24.45,148.62,20.5,25.3,,64.0
94397,MORANBAHAIRPORT,オーストラリア,-22.05,148.07,25.4,,,
94398,BLACKWATERAIRPORT,オーストラリア,-23.60,148.80,23.8,,,
94399,LOCHINGTON,オーストラリア,-23.93,147.52,21.3,25.4,,66.0
94403,ジェラルトン,オーストラリア,-28.80,114.68,30.3,42.4,,0.0
94405,NORTHISLAND,オーストラリア,-28.30,113.58,26.9,,,
94417,モラワAIRPORT,オーストラリア,-29.20,116.02,33.8,41.6,,0.0
94429,マウントマグネット,オーストラリア,-28.10,117.83,34.0,39.8,,0.0
94430,ミーカサラ,オーストラリア,-26.60,118.53,34.1,39.9,,0.0
94449,ラバートン,オーストラリア,-28.60,122.42,30.3,36.9,,0.0
94450,LEONORAAERO,オーストラリア,-28.87,121.32,31.5,38.5,,0.0
94457,ウォーバートンAIRFIELD,オーストラリア,-26.12,126.58,29.1,36.5,,0.0
94461,GILESMETEOROLOGICALOFFICE,オーストラリア,-25.03,128.30,28.7,35.7,,0.0
94462,YULARAAERO,オーストラリア,-25.18,130.97,29.0,36.2,,0.0
94463,CURTINSPRINGS,オーストラリア,-25.30,131.75,,,,0.0
94474,PUKATJA,オーストラリア,-26.25,132.17,27.9,33.3,,0.0
94476,ウードナダッタ,オーストラリア,-27.55,135.43,31.2,38.1,,0.0
94497,WANAARINGPOSTOFFICE,オーストラリア,-29.70,144.13,,,,0.0
94498,ライトニングリッジ,オーストラリア,-29.42,147.97,,,,0.0
94500,カナマラ,オーストラリア,-28.07,145.67,,,,0.4
94510,チャールビル,オーストラリア,-26.40,146.25,21.4,24.3,,0.0
94511,インジューン,オーストラリア,-25.83,148.57,,,,17.0
94514,MITCHELLPOSTOFFICE,オーストラリア,-26.48,147.97,,,,5.0
94515,ローマ,オーストラリア,-26.53,148.77,18.9,20.9,,4.0
94517,セントジョージ,オーストラリア,-28.03,148.58,20.1,22.3,,4.0
94520,マンギンディ,オーストラリア,-28.97,148.98,,,,0.0
94521,スーラト,オーストラリア,-27.15,149.07,,,,7.0
94525,タルーム,オーストラリア,-25.63,149.78,,,,18.0
94541,インベレル研究所,オーストラリア,-29.77,151.07,17.8,22.9,,0.2
94542,ドルビー,オーストラリア,-27.15,151.25,18.5,21.3,,6.0
94549,キンガロイ,オーストラリア,-26.57,151.83,17.9,19.9,,7.0
94550,スタンソープ,オーストラリア,-28.65,151.93,,,,3.0
94552,OAKEYAERO,オーストラリア,-27.40,151.73,17.7,21.0,,8.0
94553,APPLETHORPE,オーストラリア,-28.62,151.95,14.4,17.0,,4.0
94555,ウォリック,オーストラリア,-28.20,152.10,16.9,19.3,,3.0
94556,テンターフィールド,オーストラリア,-29.03,152.02,,,,0.6
94562,クイーンズランド大学,オーストラリア,-27.53,152.33,19.7,23.1,,8.0
94564,RAINBOWBEACH,オーストラリア,-25.90,153.08,,,,27.0
94566,ギンピー,オーストラリア,-26.17,152.63,19.8,23.6,,0.0
94567,メリーボロ,オーストラリア,-25.50,152.70,21.7,25.1,,18.0
94568,AMBERLEYAMO,オーストラリア,-27.62,152.70,20.4,23.1,,4.0
94569,SUNSHINECOASTAIRPORT,オーストラリア,-26.60,153.08,21.4,24.8,,41.0
94570,ティワンティン,オーストラリア,-26.38,153.03,21.2,24.9,,36.0
94572,リズモアAIRPORT,オーストラリア,-28.82,153.25,19.0,22.5,,12.0
94573,カシーノAIRPORT,オーストラリア,-28.87,153.05,19.4,22.6,,3.0
94575,ARCHERFIELDAIRPORT,オーストラリア,-27.57,153.00,20.8,23.2,,5.0
94576,ブリズベン,オーストラリア,-27.47,153.03,21.1,23.7,,6.0
94578,ブリズベン,オーストラリア,-27.38,153.12,20.8,23.1,,9.0
94580,ゴールドコーストSEAWAY,オーストラリア,-27.93,153.42,21.1,22.9,,7.0
94582,マーウィランバー,オーストラリア,-28.33,153.37,,,,5.0
94584,DOUBLEISLANDPOINTLIGHTHOUSE,オーストラリア,-25.92,153.18,22.2,24.1,,5.0
94588,グレンイネスAIRPORT,オーストラリア,-29.67,151.68,13.8,19.0,,0.0
94589,YAMBAPILOTSTATION,オーストラリア,-29.43,153.35,19.8,23.0,,3.0
94592,クーランガッタ空港,オーストラリア,-28.17,153.50,20.2,22.7,,14.0
94594,CAPEMORETONLIGHTHOUSE,オーストラリア,-27.02,153.45,21.4,24.4,,4.0
94596,バリナAIRPORT,オーストラリア,-28.83,153.55,21.7,24.4,,9.0
94598,EVANSHEADRAAFBOMBINGRANGE,オーストラリア,-29.17,153.38,19.2,22.4,,13.0
94599,CAPEBYRONAWS,オーストラリア,-28.63,153.63,22.2,24.0,,2.0
94600,ナチュラリスト岬,オーストラリア,-33.53,115.02,29.1,35.8,,0.0
94601,ルーイン岬,オーストラリア,-34.37,115.13,25.7,38.1,,0.0
94602,ロットネスト島,オーストラリア,-32.00,115.50,29.5,39.7,,0.0
94603,バッジンガラ,オーストラリア,-30.33,115.53,32.1,41.0,,0.0
94604,バンバリー,オーストラリア,-33.35,115.63,30.8,,,0.0
94605,マンドゥラー,オーストラリア,-32.52,115.70,31.7,38.6,,0.0
94608,PERTHMETRO,オーストラリア,-31.92,115.87,32.2,42.2,,0.0
94609,JANDAKOTAERO,オーストラリア,-32.10,115.87,32.6,41.3,,0.0
94610,パース,オーストラリア,-31.92,115.97,32.6,41.5,,0.0
94612,PEARCERAAF,オーストラリア,-31.67,116.02,32.1,42.3,,
94614,SWANBOURNE,オーストラリア,-31.95,115.75,30.7,40.1,,0.0
94615,GOOSEBERYHILL,オーストラリア,-31.93,116.05,33.5,43.0,,
94617,マンジマップ,オーストラリア,-34.25,116.13,28.2,38.6,,0.0
94620,DWELLINGUP,オーストラリア,-32.70,116.05,28.9,39.3,,0.0
94628,ニューディゲートRES.STATION,オーストラリア,-33.10,118.83,28.8,37.8,,0.0
94631,ROCKYGULLY,オーストラリア,-34.57,117.00,28.1,38.7,,0.0
94637,カルグーリー・ボールダー空港,オーストラリア,-30.78,121.45,29.7,36.1,,0.0
94638,エスペランス,オーストラリア,-33.82,121.88,22.6,31.5,,0.0
94641,カタニング,オーストラリア,-33.68,117.60,29.0,38.0,,0.0
94644,REDROCKSPOINT,オーストラリア,-32.20,127.52,20.6,24.4,,
94647,ユークラ,オーストラリア,-31.67,128.87,19.2,23.4,,0.0
94651,ナラーバー,オーストラリア,-31.43,130.88,19.2,25.2,,0.0
94653,セドゥーナ,オーストラリア,-32.12,133.68,20.0,24.8,,0.0
94655,タークーラ,オーストラリア,-30.70,134.57,28.7,36.1,,0.0
94656,エリストン,オーストラリア,-33.65,134.88,,,,0.0
94657,カイアンカッタ,オーストラリア,-33.13,135.55,,,,0.0
94659,ウーメラ,オーストラリア,-31.15,136.80,28.9,35.7,,0.0
94662,CLEVEAERODROME,オーストラリア,-33.70,136.50,21.9,30.7,,0.0
94663,WAROOKA,オーストラリア,-34.98,137.38,,,,0.0
94672,アデレード,オーストラリア,-34.95,138.52,23.9,32.4,,0.0
94673,ホーカー,オーストラリア,-31.88,138.43,,,,0.0
94674,リークリークAIRPORT,オーストラリア,-30.58,138.42,28.2,34.8,,0.0
94676,ギャモン山脈,オーストラリア,-30.30,139.33,,,,0.0
94677,HINDMARSHISLANDAWS,オーストラリア,-35.52,138.82,19.5,23.4,,0.0
94678,MTCRAWFORDAWS,オーストラリア,-34.72,138.92,22.5,30.8,,0.0
94679,YONGALA,オーストラリア,-33.02,138.73,,,,0.0
94681,NURIOOTPAVITICULTURAL,オーストラリア,-34.47,139.00,25.6,32.7,,0.0
94682,ロクストン,オーストラリア,-34.43,140.58,26.0,34.7,,0.0
94683,KUITPOFORESTRESERVE,オーストラリア,-35.17,138.67,20.9,29.4,,0.0
94684,YUNTAAIRSTRIP,オーストラリア,-32.57,139.55,26.0,34.4,,0.0
94685,KADINAAWS,オーストラリア,-33.97,137.65,25.1,34.0,,0.0
94686,FOWLERSGAPAWS,オーストラリア,-31.08,141.70,28.3,33.6,,0.0
94690,AUSTINPLAINS,オーストラリア,-35.37,140.53,25.5,35.0,,0.0
94691,ブロークンヒル空港,オーストラリア,-32.00,141.47,26.8,32.5,,0.0
94692,LAKEVICTORIASTORAGE,オーストラリア,-34.03,141.25,,,,0.0
94693,ミルデュラ,オーストラリア,-34.23,142.08,27.0,34.6,,0.0
94696,バルラナルド,オーストラリア,-34.63,143.55,,,,0.0
94700,ヒルストン,オーストラリア,-33.48,145.52,,,,0.0
94702,HAYAIRPORTAWS,オーストラリア,-34.53,144.83,25.5,33.0,,0.0
94703,バーク,オーストラリア,-30.03,145.95,24.8,30.6,,0.0
94710,コーバーAIRPORT,オーストラリア,-31.53,145.78,24.0,30.7,,0.0
94711,コーバー,オーストラリア,-31.48,145.82,23.7,29.8,,0.0
94712,ヤングAIRPORT,オーストラリア,-34.23,148.23,18.3,24.4,,0.0
94714,クータマンドラ,オーストラリア,-34.62,148.03,,,,0.0
94715,フォーブズ,オーストラリア,-33.35,147.92,20.3,27.6,,0.0
94716,グールバーン,オーストラリア,-34.73,149.70,,,,0.0
94721,PEAKHILLPOSTOFFICE,オーストラリア,-32.72,148.18,,,,0.0
94723,ウェリントン,オーストラリア,-32.55,148.95,,,,0.0
94725,グレンフェル,オーストラリア,-33.88,148.17,,,,0.0
94727,マジーAIRPORT,オーストラリア,-32.55,149.60,17.3,22.4,,0.0
94728,クーナバラブラン,オーストラリア,-31.27,149.27,,,,0.0
94729,バサーストAIRPORT,オーストラリア,-33.40,149.65,14.9,20.3,,0.0
94735,TARALGAPOSTOFFICE,オーストラリア,-34.40,149.82,,,,0.0
94741,リスゴー,オーストラリア,-33.47,150.12,,,,0.0
94743,MOUNTBOYCEAWS,オーストラリア,-33.62,150.27,11.0,14.5,,0.2
94744,カトゥーンバ,オーストラリア,-33.70,150.30,,,,0.4
94746,MOSSVALEAWS,オーストラリア,-34.52,150.42,13.5,18.8,,0.6
94749,BELLAMBIAWS,オーストラリア,-34.37,150.92,19.7,22.0,,0.0
94750,ナウラ,オーストラリア,-34.93,150.53,18.5,22.4,,2.0
94752,バドジェリーズクリークAIRPORT,オーストラリア,-33.88,150.72,18.0,24.1,,0.0
94754,NULLOMOUNTAINAWS,オーストラリア,-32.72,150.22,10.8,13.8,,3.0
94755,カムデン,オーストラリア,-34.03,150.68,18.2,25.0,,0.0
94757,CAMPBELLTOWN(MOUNTANNAN),オーストラリア,-34.05,150.77,17.7,24.9,,0.2
94759,TERREYHILLSAWS,オーストラリア,-33.68,151.22,18.1,20.6,,0.2
94760,HORSLEYPARKEQUESTRIANCENTRE,オーストラリア,-33.85,150.85,17.9,21.8,,0.0
94761,バラバ,オーストラリア,-30.37,150.60,,,,0.0
94763,ペンリス,オーストラリア,-33.72,150.67,18.7,23.2,,0.2
94764,パラマッタ,オーストラリア,-33.78,151.02,,,,2.0
94765,バンクスタウン,オーストラリア,-33.92,150.98,18.1,23.3,,0.2
94766,カンタベリーRACECOURSE,オーストラリア,-33.90,151.10,18.8,22.1,,0.2
94767,シドニー,オーストラリア,-33.93,151.17,20.3,23.7,,0.4
94768,SYDNEY(OBSERVATORYHILL),オーストラリア,-33.85,151.20,19.5,22.7,,0.0
94772,GUYRAHOSPITAL,オーストラリア,-30.20,151.67,,,,1.0
94773,アーミデール（ニューイングランド大学）,オーストラリア,-30.52,151.67,,,,3.0
94774,ニューキャッスル,オーストラリア,-32.92,151.78,20.3,,,0.2
94775,TOCALAWS,オーストラリア,-32.62,151.58,19.7,22.9,,9.0
94776,WILLIAMTOWNRAAF,オーストラリア,-32.78,151.83,20.4,25.1,,12.0
94782,GOSFORDAWS,オーストラリア,-33.43,151.35,20.0,22.8,,0.8
94783,YARRAS(MOUNTSEAVIEW),オーストラリア,-31.38,152.23,,,,16.0
94785,ケンプシーAIRPORT,オーストラリア,-31.07,152.77,18.8,24.4,,4.0
94786,ポートマックウォーリー,オーストラリア,-31.43,152.85,19.4,24.6,,5.0
94789,ドリゴOLDCORAMBA,オーストラリア,-30.33,152.72,,,,8.0
94792,WOOLBROOK(DANGLEMAHROAD),オーストラリア,-30.97,151.33,,,,0.0
94802,オールバニー,オーストラリア,-34.93,117.80,25.3,37.3,,0.0
94804,NEPTUNEISLAND,オーストラリア,-35.33,136.12,18.6,22.1,,0.0
94806,マウントバーカー〔サウスオーストラリア州〕,オーストラリア,-35.05,138.85,,,,0.0
94807,キングズコート,オーストラリア,-35.78,137.23,19.4,29.9,,0.0
94808,ノアーランガ,オーストラリア,-35.15,138.50,25.7,32.6,,0.0
94809,EDITHBURGH,オーストラリア,-35.10,137.73,20.1,25.2,,0.0
94811,SECONDVALLEYFOREST,オーストラリア,-35.57,138.28,18.9,26.8,,0.0
94812,ローブ,オーストラリア,-37.15,139.75,,,,0.0
94813,ジャファ岬,オーストラリア,-36.95,139.70,18.8,24.4,,0.0
94814,STRATHALBYNRACECOURSE,オーストラリア,-35.28,138.88,21.1,30.8,,0.0
94817,COONAWARRA,オーストラリア,-37.28,140.82,21.5,31.6,,0.0
94820,（ナラクーアト飛行場）,オーストラリア,-36.97,140.72,22.5,34.3,,0.0
94821,マウントガンビア,オーストラリア,-37.73,140.77,18.6,29.0,,0.0
94822,ウィラビー,オーストラリア,-35.83,138.12,18.2,21.2,,0.0
94826,ネルソン岬,オーストラリア,-38.42,141.53,16.8,19.5,,0.0
94827,ニル,オーストラリア,-36.30,141.63,24.3,33.8,,0.0
94828,ポートランド／CASHMORE空港,オーストラリア,-38.30,141.47,17.0,21.1,,0.0
94829,ハミルトン空港,オーストラリア,-37.63,142.05,18.5,27.8,,0.0
94830,ポートフェアリー,オーストラリア,-38.38,142.23,16.6,20.4,,0.0
94833,スタウェル,オーストラリア,-37.28,142.60,17.2,21.2,,0.0
94834,アララト,オーストラリア,-37.27,142.97,,,,0.0
94835,BENNEVIS,オーストラリア,-37.22,143.20,20.6,26.2,,0.0
94837,ウォーナンブールAIRPORT,オーストラリア,-38.28,142.45,16.3,22.4,,0.0
94838,HOPETOUNAIRPORT,オーストラリア,-35.70,142.35,25.5,34.5,,0.0
94839,CHARLTON,オーストラリア,-36.28,143.33,24.7,32.7,,0.0
94840,MORTLAKERACECOURSE,オーストラリア,-38.07,142.77,18.3,27.6,,0.0
94842,オトウェー岬,オーストラリア,-38.85,143.50,17.0,19.7,,0.0
94843,スワンヒル飛行場,オーストラリア,-35.37,143.53,25.2,33.1,,0.0
94844,ケラング,オーストラリア,-35.72,143.92,,,,0.0
94846,AIREYSINLET,オーストラリア,-38.45,144.08,17.4,21.5,,0.0
94849,メリーボロ,オーストラリア,-37.05,143.72,,,,0.0
94850,キング島AIRPORT,オーストラリア,-39.87,143.87,15.1,22.5,,0.0
94852,バララト（飛行場）,オーストラリア,-37.50,143.78,18.7,26.3,,0.0
94854,AVALONAIRPORT,オーストラリア,-38.02,144.47,18.1,24.1,,0.0
94855,ベンディゴ,オーストラリア,-36.73,144.32,22.5,31.6,,0.0
94857,ジーロングAIRPORT,オーストラリア,-38.17,144.37,18.1,22.4,,0.0
94859,REDESDALE,オーストラリア,-37.02,144.52,21.9,32.0,,0.0
94860,キルモアGAP,オーストラリア,-37.37,144.95,17.8,25.7,,0.0
94861,エチューカ（飛行場）,オーストラリア,-36.15,144.75,,,,0.0
94862,YARRAWONGA,オーストラリア,-36.02,146.02,23.9,31.9,,0.0
94863,SHEOAKSAWS,オーストラリア,-37.90,144.12,17.5,23.9,,0.0
94864,COLDSTREAM,オーストラリア,-37.72,145.40,20.0,29.0,,0.0
94865,ラバートン（飛行場）〔ビクトリア州〕,オーストラリア,-37.85,144.75,18.6,24.3,,0.0
94866,メルボルン,オーストラリア,-37.65,144.82,19.3,26.6,,0.0
94870,ムーラビン空港,オーストラリア,-37.97,145.08,19.4,25.0,,0.0
94872,FERNYCREEK,オーストラリア,-37.87,145.33,18.4,23.7,,0.0
94874,MANGALOREAIRPORT,オーストラリア,-36.88,145.18,21.9,31.9,,0.0
94875,シェパートンAIRPORT,オーストラリア,-36.42,145.38,23.8,32.1,,0.0
94877,TOCUMWALAIRPORT,オーストラリア,-35.82,145.60,,,,0.0
94878,HUNTERSHILL,オーストラリア,-36.20,147.53,17.9,25.5,,0.0
94881,アイルドン,オーストラリア,-37.20,145.83,20.9,28.8,,0.0
94882,アイルドン湖,オーストラリア,-37.22,145.90,,,,0.0
94884,ベナラ,オーストラリア,-36.55,145.98,,,,0.0
94886,POUNDCREEK,オーストラリア,-38.62,145.80,17.4,24.8,,0.0
94888,ダートマス　RESERVOIR,オーストラリア,-36.53,147.48,,,,0.0
94889,ウォンガラッタ,オーストラリア,-36.42,146.30,22.2,32.1,,0.0
94891,LATROBEVALLEYAIRPORT,オーストラリア,-38.20,146.47,18.3,25.9,,0.0
94892,RHYLL,オーストラリア,-38.45,145.30,19.3,24.6,,0.0
94893,ウィルソンズ・プロモントリー,オーストラリア,-39.12,146.42,18.1,20.4,,0.0
94894,ブラー山,オーストラリア,-37.13,146.43,13.3,18.2,,0.0
94898,CERBERUS,オーストラリア,-38.35,145.17,18.0,23.9,,0.0
94901,HUMERESERVOIR,オーストラリア,-36.10,147.02,,,,0.0
94903,FALLSCREEK,オーストラリア,-36.87,147.27,12.2,17.1,,0.0
94905,MTHOTHAMAIRPORT,オーストラリア,-37.03,147.33,13.4,20.3,,0.0
94906,MOUNTHOTHAM,オーストラリア,-36.97,147.13,12.0,16.3,,0.0
94907,EASTSALEAIRPORT,オーストラリア,-38.10,147.12,17.7,23.7,,0.0
94908,OMEO,オーストラリア,-37.10,147.60,16.5,25.3,,0.0
94910,ウォガウォガ,オーストラリア,-35.15,147.45,21.4,28.1,,0.0
94911,オメオ,オーストラリア,-38.80,146.18,18.5,22.5,,0.0
94912,バーンズデール,オーストラリア,-37.87,147.57,17.2,22.5,,0.0
94913,GELANTIPY,オーストラリア,-37.22,148.25,15.2,21.8,,0.0
94914,COMBIENBARAWS,オーストラリア,-37.33,149.02,16.8,22.4,,0.0
94915,PERISHERVALLEYAWS,オーストラリア,-36.40,148.40,8.8,15.4,,0.0
94918,タンバルンバ,オーストラリア,-35.77,148.00,,,,0.0
94919,KHANCOBANAWS,オーストラリア,-36.22,148.13,19.9,30.1,,0.0
94921,クーマAIRPORT,オーストラリア,-36.28,148.97,13.0,21.9,,0.0
94925,タゲラノンISABELLA,オーストラリア,-35.42,149.08,16.7,22.2,,0.0
94926,キャンベラ,オーストラリア,-35.30,149.20,15.1,22.2,,0.0
94927,BRAIDWOODRACECOURSEAWS,オーストラリア,-35.42,149.78,13.4,19.4,,0.2
94928,ボンバラ,オーストラリア,-36.90,149.23,,,,0.0
94929,ボンバラ,オーストラリア,-37.00,149.23,13.6,21.3,,0.0
94930,MOUNTNOWANOWA,オーストラリア,-37.68,148.08,17.2,21.9,,0.0
94933,GABOISLANDLIGHTHOUSE,オーストラリア,-37.57,149.90,18.6,22.2,,0.0
94934,GREENCAPEAWS,オーストラリア,-37.25,150.05,20.4,,,
94935,マラクータ,オーストラリア,-37.58,149.72,17.7,21.4,,0.0
94937,MORUYAHEADSPILOTSTATION,オーストラリア,-35.90,150.15,,,,0.0
94938,ULLADULLAAWS,オーストラリア,-35.35,150.47,18.5,22.6,,0.0
94939,MONTAGUEISLANDLIGHHOUSE,オーストラリア,-36.25,150.22,19.1,21.3,,0.0
94943,NERRIGAAWS,オーストラリア,-35.10,150.07,13.9,18.6,,0.2
94949,HOGANISLAND,オーストラリア,-39.22,146.98,17.7,21.8,,0.0
94950,マラワー,オーストラリア,-40.90,144.70,,,,0.0
94951,DUNALLEY(STROUDPOINT),オーストラリア,-42.90,147.78,17.5,22.4,,0.0
94953,ストローン,オーストラリア,-40.83,145.08,15.7,24.2,,0.0
94954,グリム岬,オーストラリア,-40.67,144.68,15.7,19.5,,0.0
94955,SHEFFIELDSCHOOLFARM,オーストラリア,-41.38,146.32,16.6,22.2,,0.0
94956,ストローンAERODROME,オーストラリア,-42.15,145.28,14.4,21.4,,0.0
94957,OUSEFIRESTATION,オーストラリア,-42.48,146.70,19.6,29.2,,0.0
94959,BUTLERSGORGE,オーストラリア,-42.27,146.27,13.0,22.1,,0.0
94960,TUNNAKFIRESTATION,オーストラリア,-42.45,147.45,15.7,25.1,,0.0
94961,DOVER,オーストラリア,-43.32,147.00,,,,0.0
94962,MAATSUYKERISLANDLIGHTHOUSE,オーストラリア,-43.65,146.27,13.4,16.3,,0.0
94964,BUSHYPARK(BUSHYPARKESTATES),オーストラリア,-42.70,146.88,19.3,28.6,,0.0
94967,CAPEBRUNYLIGHTHOUSE,オーストラリア,-43.48,147.13,,,,0.0
94969,LAUNCESTON(TITREEBEND),オーストラリア,-41.42,147.12,18.5,24.4,,0.0
94970,ホバート,オーストラリア,-42.88,147.32,16.6,21.2,,0.0
94971,メルトンモーブレー,オーストラリア,-42.48,147.18,,,,0.0
94972,スコッツデール,オーストラリア,-41.17,147.48,16.2,22.1,,0.0
94974,ソーレル岬,オーストラリア,-42.18,145.17,14.9,,,
94975,ホバート,オーストラリア,-42.83,147.50,17.4,20.8,,0.0
94976,LAKESTCLAIRNATIONALPARK,オーストラリア,-42.12,146.17,,,,0.0
94977,HARTZMOUNTAINS(KEOGHSPIMPLE),オーストラリア,-43.20,146.77,13.4,22.7,,0.0
94979,LAKELEAKE(ELIZABETHRIVER),オーストラリア,-42.00,147.78,,,,0.4
